Name,Scholar_ID,Title,Year
Dr. Raghunath Subhanrao Bhadade,zKvT_60AAAAJ,High gain dual-polarised pentagonal microstrip antenna for wireless communications,2019,"In this paper we propose a dual polarised pentagonal microstrip antenna for massive MIMO-base station to operate at 2.4 GHz WLAN band (IEEE 802.11 b/g/n/ax). The various researchers have used antenna array with different feeds for the massive MIMO BS to obtain the desired gain with required impedance bandwidth. However, this proposed work contradicts with existing method by using a single novel radiating element with suspended substrate to achieve the desired gain and required impedance bandwidth. The circular polarisation is achieved by using two coaxial-probe feeds. The main focus of research is on the selection of proper shape of the radiating element for Massive MIMO BS. The proposed antenna is successfully simulated using HFSS 13.0, fabricated on a FR-4 substrate and measured. The proposed antenna exhibits a much higher gain of 6.17 dB, improved impedance bandwidth of 171.9 MHz …"
Dr. Raghunath Subhanrao Bhadade,zKvT_60AAAAJ,Real-time Decoding of Satellite Signals,2022,"Satellite is a common term these days and a tremendous amount of work is conducted in space and technology. The proposed system briefs about the decoding of live satellite signals with help of a mini ground station using USRPB200 Software Defined Radio (SDR), RTL SDR mini and a self-designed V-shaped Antenna. The objective of the proposed system includes decoding the satellite signals in the Ultra High Frequency(UHF) and Very High Frequency (VHF) bands with their respective implementations in the GNU Radio environment. Signals from International Space Station (ISS), Meteor Satellites, and National Oceanic and Atmospheric Administration (NOAA), are captured during multiple passes to study in detail and explore how communication exactly happens. The proposed system also sheds light on the hardware and software used while decoding the signals, the mini-ground station, the different …"
Dr. Raghunath Subhanrao Bhadade,zKvT_60AAAAJ,Zigbee Communication Protocol for Cansat Telemetry and Control,2024,"Communication plays a significant role in the trans- mission of information from one point to another. Usually, to ensure efficient communication between the transmitter and receiver various parameters are considered like power requirements, range, data rate, and so on. For small-range applications and small satellite applications like Cansat, it is often challenging to select a communication protocol for the transmission of information. Zigbee protocol is one such communication protocol that can be implemented as it provides an efficient solution for the project requirements. Zigbee protocol is considered to offer a decent data rate along with minimal power requirements making it a popular choice for IOT applications as well as other small-scale project requirements. This work showcases the implementation of the Zigbee protocol for establishing a telemetry link for Cansat."
Dr. Raghunath Subhanrao Bhadade,zKvT_60AAAAJ,Metaheuristic Optimization and Machine Learning-Based Unit Commitment Strategies in Smart Grids,2025,"This study introduces Machine Learning and Metaheuristic-Based Unit Commitment (ML-MetaUC), which is a hybrid method for intelligent UC in smart grids. The ML component uses supervised models such as linear regression and random forest on historical and real-time environmental data to predict the upcoming demands for electricity. The Metaheuristic Optimization (MO) layer uses several methods, including Differential Evolution (DE) and Ant Colony Optimization (ACO), to ascertain the appropriate time to activate the generators. Simulation on the IEEE 14-bus test system showed that ME-MetaUC reduced operating expenses by 10.7% and boosted convergence speed compared to traditional approaches. In addition, the proposed framework has a high degree of flexibility to various load scenarios, contributing to increased system dependability. Under conditions of uncertainty, the ML-MetaUC framework, a data-driven and scalable solution for smart grid energy management, makes it possible to schedule producing units robustly and more effectively."
Dr. Raghunath Subhanrao Bhadade,zKvT_60AAAAJ,An Automated Drainage Vision-based Monitoring System-ADVMS: Key Component in Developing Smart Cities in India,2024,"This paper proposes a comprehensive method for developing an automated drainage monitoring system using sensor networks, an autonomous underwater vehicle (AUV), and a network control center (NCC). The system collects sensor data, communicates with the NCC, and employs the AUV to identify and remove obstructions while monitoring its operation. The system performance evaluation, 3D drainage system modeling, and algorithm functionality revealed the effectiveness of the proposed methodology. These findings highlight the improved maintenance, sanitation, and reduced waterborne disease risks in urban areas. The Indian government’s focus on developing “smart cities” and the challenges of poor subterranean drainage surveillance leading to water contamination and diseases has emphasized the importance of drainage systems. These findings highlight the efficacy and feasibility of the system for …"
Dr. Raghunath Subhanrao Bhadade,zKvT_60AAAAJ,SEIRD Model for Forecasting Spread of COVID-19,2022,"Objectives To develop a reliable mathematical model in order to predict the evolution of various epidemiological factors and parameters for COVID-19 across the globe. Methods A novel dynamic Susceptible-Exposed-Infected-Recovered-Died (SEIRD) model is proposed in this research. The proposed, two-step approach assumes the infection rate which is dependent on time, to estimate the evolution of various variables of the model. In the first step, parameters like clinical and transmission are estimated, whereas in the second step, simulation of the model is done to predict the outbreak. Findings Making use of this model, the total number of people who are likely to be afflicted by an infectious disease in a closed population over a period of time can be computed theoretically. Novelty The proposed model results into low computational complexity since it is deterministic in nature. Secondly, SEIRD model equations are solved in frequency domain that converts the integraldifferential equations into simple algebraic equations. This further reduces the computational burden."
Dr. Raghunath Subhanrao Bhadade,zKvT_60AAAAJ,Improved link net-based energy prediction: Clustering-based routing and improved kernel-LMS algorithm for data aggregation in WSN,2026,"Advancements in Wireless Sensor Networks (WSNs) are critical to enabling smart computing applications. These networks are composed of compact, battery-powered sensor nodes that operate under strict energy and resource constraints. Such limitations often lead to uneven energy consumption, adversely affecting network lifespan. Although clustering techniques help reduce energy usage, conventional methods frequently fail to ensure balanced energy distribution among nodes. Hence, this research presents the Secretary Bird Merged Walrus Optimization (SBMWO) method for effective cluster head (CH) selection, taking into account a number of constraints such link lifetime, risk, delay, energy prediction, and distance in order to handle these issues. An Improved LinkNet-based Transmission Model (ILNTM) is employed to predict the residual energy of nodes, aiding in optimal CH selection and enhancing …"
Dr. Raghunath Subhanrao Bhadade,zKvT_60AAAAJ,Automatic Block Removal and Anticlogging in a Drainage Management System via a Hybrid Fuzzy Deep Learning Approach,2026,"Essentially, drainage systems (DSs) frequently suffer from blockages, thus resulting in costly maintenance. Therefore, various studies have focused on detecting blockages arising in DSs; however, this has been difficult during pandemic situations. Therefore, this article aims to implement a fully automated system for real‐time blockage removal in DSs via a hybrid fuzzy deep learning approach. The sensor data are primarily gathered. During preprocessing, noise removal is performed via Spearman's rank correlation coefficient applied via the pairwise attribute noise detection algorithm (SRCC‐PANDA). Thereafter, the proposed two‐sided Gaussian‐fuzzy C‐means clustering (TSG‐FCMC) is established to group the data into three different classes. If the data are clustered into a blockage class, then the manhole status is determined via the rule‐based decision controller (RBDC). Afterward, to locate the blockage, the …"
Dr. Raghunath Subhanrao Bhadade,zKvT_60AAAAJ,Ciorcularly Polarized 2 x 2 MIMO Antenna for 5G Applications,2022,
Dr. Raghunath Subhanrao Bhadade,zKvT_60AAAAJ,Compact 4× 4 MIMO antenna for WLAN applications,2022,"A high isolation 4 × 4 multiple-input multiple-output (MIMO) antenna that operates at 5.2 GHz WLAN band (IEEE 802.11a/b/g/n/ax amendment) applications is the focus of this paper. The design that is under consideration is made up of four pentagonal microstrip antennas. Enhanced isolation among the radiating elements is achieved by using inter-element spacing of half-wavelength, orientation of the elements and the defective ground structure (DGS). Inter-element spacing in between the radiating elements is estimated using SystemVue based on antenna array parameters. RT duroid 5880 substrate is utilised for the fabrication the MIMO antenna. The proposed radiating element exhibits a peak gain of 7 dB, impedance bandwidth of 175 MHz and isolation > 35 dB. The size of the MIMO antenna is 84 × 80 mm2. The assessment of how the MIMO antenna performs is undertaken in terms of diversity gain (DC) and …"
Dr. Anamika Jain,6bnMzvkAAAAJ,Handwritten signature verification using shallow convolutional neural network,2020,"Handwritten signatures are an undeniable and unique way to prove the identity of persons. Owing to the simplicity and uniqueness, it finds an essential place in the area of behavioral biometric. Signatures are the most widely accepted biometric trait by law enforcement agencies/personnel for verification purposes, especially in financial institutions, legal transactions, etc. and hence secured authentication becomes imperative. In the era of a digital age, numerous transactions are taking place, where handwritten signature verification is required by the agencies, e.g., banks, etc. In such scenarios, the process of signature verification, besides being accurate and secure, should be very fast, i.e., the real-time verification can be done. In this paper, we have proposed a convolutional neural network-based language-independent shallow architecture (sCNN(Shallow Convolutional Neural Network)) for signature verification …"
Dr. Anamika Jain,6bnMzvkAAAAJ,Signature verification using geometrical features and artificial neural network classifier,2021,"Signature verification has been one of the major researched areas in the field of computer vision. Many financial and legal organizations use signature verification as an access control and authentication. Signature images are not rich in texture; however, they have much vital geometrical information. Through this work, we have proposed a signature verification methodology that is simple yet effective. The technique presented in this paper harnesses the geometrical features of a signature image like center, isolated points, connected components, etc. and, with the power of artificial neural network classifier, classifies the signature image based on their geometrical features. Publicly available dataset MCYT, BHSig260 (contains the image of two regional languages Bengali and Hindi) has been used in this paper to test the effectiveness of the proposed method. We have received a lower equal error rate on MCYT 100 …"
Dr. Anamika Jain,6bnMzvkAAAAJ,Machine Learning-Based Diabetic Retinopathy Detection: A Comprehensive Study Using InceptionV3 Model,2024,"Diabetic retinopathy is considered as a common eye disease that affects vision of people those have diabetes. Early diagnosis of diabetic retinopathy has become a crucial step to prevent vision loss. In this paper, we have proposed a method to detect diabetic retinopathy using machine learning based method. We used two publicly available datasets, EyePACS and APTOS 2019, for training and testing our model. We employed a pre-trained model, Inception V3,and fine-tuned it on our dataset. We achieved and accuracy and F1 score of 74.28% and 73.81 % respectively on the EyePACS dataset and on APTOS 19 dataset we obtained an accuracy and F1 score of 81.61 % and 80.21 % respectively. Our findings suggest that with machine learning, we can detect diabetic retinopathy in the early stages."
Dr. Anamika Jain,6bnMzvkAAAAJ,Multi‐task learning using GNet features and SVM classifier for signature identification,2021,"Signature biometrics is a widely accepted and used modality to verify the identity of an individual in many legal and financial organisations. A writer and language‐independent signature identification method that can distinguish between the genuine and forged sample irrespective of the language of the signature has been proposed. To extract the distinguishing features, a pre‐trained model GoogLeNet, which is fine‐tuned with the largest signature dataset present till date (GPDS Synthetic), has been used. The proposed method is tested over the BHSig260 (contains images from two regional languages, Bengali and Hindi) dataset. With the help of the above fine‐tuned model, knowledge is transferred to the publicly available datasets – BHSig260 and MCYT‐75. The features extracted using the fine‐tuned model has been fed to the support vector machine (SVM) classifiers. With the proposed method, 96.5% and …"
Dr. Anamika Jain,6bnMzvkAAAAJ,Fake Profile Detection Using Machine Learning,2024,"Nowadays, Social Media Platforms on behalf of entities or individuals, can harm (SMPs) are being utilized by an enormous number their reputations and reduce the number of likes of users to get connected with their friends and and followers they receive. Additionally, they family. There are sites like Facebook, Instagram, experience unnecessary confusion with other Twitter where people spend a significant amount of time to get updated about the world. The data uploaded on social media contains their personal information, thoughts on certain topics, news, etc. The social media platforms verify the authenticity of the registered user. However, some of the users hide their identities and these people are threats to the security of other users’ data. These bot accounts are used to scam, or purposefully cause harm to people. There is a need for detection techniques to find and eradicate these bots as quickly as possible …"
Dr. Anamika Jain,6bnMzvkAAAAJ,MAMMO-Net: An Approach for Classification of Breast Cancer using CNN with Gabor Filter in Mammographic Images,2022,"In today’s times, one of the most prevalent form of cancer in women is breast. Early detection of breast cancer improves patients’ chances of survival by allowing them to get the best treatment available. Convolutional Neural Networks has been very popular to extract the relevant features and classification. To develop a real time breast cancer model, we have developed a light weighted convolutional Neural Network (MAAMMO-Net). In this work we have proposed a convolutional Neural Network (MAMMO-Net) for automated diagnosis of breast cancer. We have also processed the mammographic images before giving input to the MAMMO-Net by applying Gabor filter. We experimented with the publicly accessible mammographic dataset CBISDDSM to verify the performance of the suggested model and obtained accuracy of 98%."
Dr. Anamika Jain,6bnMzvkAAAAJ,Prediction of Cardiovascular Disease using XGBoost with OPTUNA,2025,"Cardiovascular disease is a significant and severe disease that causes a high percentage of morbidity and accounts for nearly one-third of all fatalities. With the changing lifestyle of people and consumption of low-nutrient foods in today’s time leads to high-risk factors of cardiovascular disease. Thus, it is required to predict cardiovascular disease and take precautions timely. Various experiments have been performed to detect and prevent cardiovascular disease by many researchers. In this paper, we have presented a method based on XGBoost and OPTUNA hyper-parameter to detect cardiovascular disease. XGBoost is a machine learning algorithm that gives better performance and OPTUNA is an automatic hyper-parameter optimization software framework. We have achieved 96.77% and 93.52% accuracy on the UCI Cleveland dataset and Kaggle Heart Failure dataset respectively."
Dr. Anamika Jain,6bnMzvkAAAAJ,Prediction of Heart Disease using Dense Neural Network,2022,"Heart disease are very common in humans because of their life style. It become life threatening when do not treated on time. So the early detection of heart disease has become very important. Many researchers have done a lot of research on the prediction of the heart disease. To minimize the risk of loosing life, we have proposed a Artificial neural network based method that can predict the heart disease in the early stages. The proposed method is tested over the publicly available UCI dataset. We have achieved 96.09% accuracy with the proposed method."
Dr. Anamika Jain,6bnMzvkAAAAJ,Feature Ensemble based method for verification of Offline Signature images,2022,Signature verification is the most researched area in computer vision as it has less intra-class and less inter-class similarity. Our objective is to reduce the intra-class variation and increase the inter-class similarity. This paper has proposed an ensemble based approach where method of ensemble of feature created by using geometrical and Mobile Net features along with the ensemble of classifier has utilized. The proposed method has been tested over the publicly available dataset BHSig260. This paper has achieved 99.4% and 99.3% accuracy over Bengali and Hindi dataset respectively.
Dr. Anamika Jain,6bnMzvkAAAAJ,Plant Disease Detection Using Machine Learning,2024,"In the field of agriculture being able to identify plant diseases is extremely important as it can lead to crop loss and negatively impact food security. Detecting these diseases early on is crucial, to prevent their spread and minimize any damage. However, this task often requires a high amount of labor and experience. This project suggests using image processing techniques to extract characteristics from images of plant leaves and then utilizing machine learning algorithms to classify these leaves as either healthy or diseased. The evaluation of machine learning algorithms, such as Convolutional Neural Networks, was conducted to measure their performance, using their accuracy, precision, and recall. The proposed system displays a level of accuracy in detecting and classifying plant diseases. It focuses on categorizing images of types of plants into disease types as well as healthy ones. These findings highlight the …"
Dr. Anamika Jain,6bnMzvkAAAAJ,MultiNet: A Multimodal Approach for Biometric Verification,2023,"These days, the safety of personal information has become a matter of great concern for everyone. In this matter, the concept of Multimodal Biometrics has attracted the interest of the researchers because to the ability to solve a number of limitation of uni-modal biometric system. In this paper, we have presented multimodal biometric-based verification system, which is based on convolutional neural network to verify a individual using multi traits biometric modalities, i.e., fingerprint iris by score level fusion. We have achieved 98.8% accuracy over CASIA V fingerprint and iris dataset. Obtained results shows that using two different biometric trait in proposed biometric verification systems achieved better result than single biometric trait."
Dr. Anamika Jain,6bnMzvkAAAAJ,Signature based authentication: A multi-label classification approach to detect the language and forged sample in signature,2021,"In this work, we have proposed a multi-label classification algorithm for signature images that can be used to solve multiple objectives: i) It can tell the identity of the image. ii) Can interpret the language of the content written in the image. iii) It can also identify whether the given image is the genuine signature of the person or the forged one. This paper has used the pretrained model GoogLeNet, that has been finetuned on the largest signature dataset present (GPDS). GoogLeNet is used to extract the features from the signature images, and these features are fed to the three-layer neural network. The neural network has been used for the classification of the features of the image. The model has been trained or tested against two regional datasets Hindi and Bengali datasets."
Dr. Anamika Jain,6bnMzvkAAAAJ,DenseMammoNet: An Approach for Breast Cancer Classification in Mammograms,2023,"In women all around the world, cancer of the breast is a condition that is both prevalent and on the rise. Breast cancer can be formed due to the lumps in the mammary region in females. Early detection of breast cancer masses (BCM) can save the lives of many women. In this paper, we have proposed an automated method that it is feasible to spot cancer of the breast in its infancy from mammographic images. To validate the authenticity of the proposed work, we have experimented with the publicly available dataset, Mammography Image Analysis Society (MIAS), and achieved an accuracy of 99.4%."
Dr. Anamika Jain,6bnMzvkAAAAJ,Improving Electricity Theft Detection with a Stacked Ensemble Model,2025,
Dr. Anamika Jain,6bnMzvkAAAAJ,DenoiseNet: An Efficient Image Denoising Using Convolutional Neural Networks,2025,"Image denoising is a crucial research area in image processing, with significant advancements made over the past decade. Recently, this field has gained renewed attention due to the advancement of deep learning method. With this work, we have proposed an optimized Convolutional Neural Network (CNN) architecture for image denoising (DenoiseNet). The model is designed to handle various types of noise, i.e. Gaussian, Poisson, and salt-and-pepper noise. To evaluate its performance, we tested DenoiseNet on the publicly available Flickr2k dataset, achieving high Peak Signal-to-Noise Ratio (PSNR) while preserving image quality. Moreover, DenoiseNet emphasizes computational efficiency, making it highly suitable for real-time applications where both speed and accuracy are critical. The results affirm that DenoiseNet is a robust solution for contemporary image denoising challenges."
Dr. Ganesh Bhaurao Choudhari,ql-JsDwAAAAJ,Organic food: the importance from public health perspective,2022,"Non organic food and chemical intake has been associated with a variety of infections and disorders, notably cancer, digestive dysfunction, headaches, ADHD (Attention Deficit Hyperactivity Disorder), prenatal deformities, a compromised immune system and early mortality. Organic foods are pesticide-free and it is beneficial for overall health. Organic farming initiated 1000 years ago, once mediaeval farmers began cultivating along riverbeds based on natural resources. Organic food and food products are the finest healthy food which can be consumed without causing harm to body, soil nutrients, environment, or biodiversity. This approach quickly is becoming wellknown because of its significance and importance from a public health perspective covering 20 to 30% of India's entire agricultural area. Organic farming is an ideal type of agriculture when compared to chemical-based agriculture, since it reserves integrity of soil and environment while also providing high-quality agricultural products for a healthy lifestyle such as fruits, vegetables, grains, pulses, and other foods. People nowadays are increasingly concerned about the nutritional quality of their diet. There is a need to do more research and analysis to rationalise and justify the value of organic food and food products, which are more nutritious and healthy compared to nonorganic or conventional foods. The comparative aspects of organic vs nonorganic farming along with biodiversity and environmental benefits of organic farming have been focused in this study. The present study also focused on the promotion of organic food"
Dr. Ganesh Bhaurao Choudhari,ql-JsDwAAAAJ,"Phytochemical content and antioxidant property of polyherbal formulation, raktavardhak kadha",2022,"Raktavardhak kadha is a polyherbal formulation available in the Indian market as a nutritional supplement for the treatment of anemia. The present study was conducted to evaluate the phytochemical content and in vitro antioxidant activity of Raktavardhak kadha. A preliminary phytochemical analysis of Raktavardhak kadha was performed to detect the presence of various classes of phytochemicals. The total phenolic and tannin contents were estimated by the Folin-Ciocalteu method. The aluminium chloride colorimetric method was used for the estimation of the total flavonoid content of Raktavardhak kadha. Antioxidant activity was analyzed by the 2, 2-diphenyl-1-picrylhydrazyl (DPPH) assay method. Phytochemical analysis indicated the existence of saponins, steroids, flavonoids, tannins, and phenolic compounds in the Raktavardhak kadha. The total phenolic content of Raktavardhak kadha was found to be 86.5 mg of gallic acid equivalent per milliliter. The total tannin content of Raktavardhak kadha was found to be 73.33 mg of gallic acid equivalent per milliliter. The total flavonoid content of Raktavardhak kadha was 95.4 mg of quercetin equivalent per milliliter. In the DPPH assay, the IC50 of Raktavardhak kadha was found to be 92.53 ppm. It is concluded that the RK is rich in phytochemical content and has antioxidant properties indicating its high medicinal values. It appears that the presence of flavonoids is responsible for the beneficial effects of Raktavardhak kadha in anemic patients."
Dr. Ganesh Bhaurao Choudhari,ql-JsDwAAAAJ,Synergistic antioxidant activity of a polyherbal preparation,2020,"Exogenous or external antioxidants are required in the form of a food supplements and/or medicines to protect the body from oxidative stress and ultimately from heart disease, stroke, aging and other risks specially cancer. A liquid polyherbal preparation was developed as Saptarangi Plus Kadha which contains three medicinally important herbs such as Salacia chinensis, Curcuma longa and Tinospora cordifolia. The antioxidant activity of Saptarangi Plus Kadha and individual extracts of the said three herbs were carried out by antioxidant capacity assays such DPPH (1, 1-diphenyl-2-picrylhydrazyl radical), FRAP (Ferric reducing antioxidant power) and H2O2 scavenging. The absorbance was measured on UV spectrophotometer at required wavelengths and IC50 values were calculated for Saptarangi Plus Kadha and individual extracts. The individual herbs in combination showed a good synergistic antioxidant …"
Dr. Ganesh Bhaurao Choudhari,ql-JsDwAAAAJ,"Evaluation of antidiabetic, antihyperlipidemic potential and herb-drug interaction of Saptarangi plus Kadha and Saptarangi tablet in streptozotocin induced diabetic rats",2024,"The study was undertaken to evaluate single herb formulation (SHF) as Saptarangi tablet (ST) and polyherbal formulations (PHF) as Saptarangi plus Kadha (SK) for diabetes and hyperlipidemia. The main objective of proposed study was to evaluate the anti-diabetic and anti-hyperlipidemic activities of ST and SK in streptozotocin (STZ)-induced diabetic rats, as well as their interactions with metformin (MET), in order to prove complementary and alternative medicine (CAM) for diabetes treatments. The single intraperitoneal injection (ip) of STZ at the dose of 45mg/kg was given to induce diabetes in Wistar albino rats. At dosages of 45 mg/kg and 1.35 ml/kg, ST and SK were evaluated for antidiabetic and antihyperlipidemic action. It was calculated using biochemical alterations in urine, serum, liver, kidney and pancreatic tissue homogenate. The liver, kidney and pancreas tissues were examined for histological changes …"
Dr. Ganesh Bhaurao Choudhari,ql-JsDwAAAAJ,Wearable Devices and mHealth: The Significant Applications in COVID 19 Pandemic,2022,"Wearable devices (WDs) and mHealth (Mobile Health) give you the healthcare services, overcoming geographical, temporal or even organizational obstacles. Wearable technologies will have non-encroaching and sovereign devices that collect save and examine physiological information that will certainly help to improve patient health. It has been used so far for fitness purposes. But with increasing demand by patients and health care workers, wearable devices have also been developed to monitor patient health-related issues. It collects and analyses data. In some scenarios makes a sensible decision and provide a suitable response to the users. Now a day, mobile applications have also proven effective in the field of medicine with the motto of giving personalized treatment to disease control. Advanced technology in wearable gadgets has become a great aspect of our day-to day life in addition to the health care industry. A global pandemic that the world is facing in the form of COVID19 has..."
Dr. Ganesh Bhaurao Choudhari,ql-JsDwAAAAJ,Therapeutic role of nitric oxide in diabetic wound healing: a systematic review,2021,"Post injury, healing of wound is essential for recovery of uprightness of the body, which is one of the complex, continuous and unanticipated chains of events in case of diabetic patients. Nitric oxide represents a potential wound therapeutic agent due to its ability to regulate inflammation and eradicate bacterial infections. Impaired wound healing is a prominent diabetic complication which may lead to amputations also. In addition to modern medicines we can use nitric oxide therapy prominently for diabetic wound healing. Prominent and proven role of nitric oxide as well as conventional materials (like metformin and hydrogen sulphide, whey proteins, acidified nitrile etc), therapies (like low level laser therapy, hyperbaric oxygen therapy etc) and techniques (like in vivo implants with biosensors) can be taken into consideration. Many plant extracts showed promising results for wound healing activity by increasing nitric oxide levels. Use of modern technologies such as implant with biosensor and technique like sonic head hog gene are available for diabetic wound healing using Nitric oxide. In this review, an attempt has been made to compile comprehensive updated information of role of nitric oxide in diabetic wound healing, which may be exploited by focusing more on development of effective strategies to treat diabetes-associated wound."
Dr. Ganesh Bhaurao Choudhari,ql-JsDwAAAAJ,Development and validation of a stability indicating RP-HPLC method for the determination of terizidone,2018,"A simple, rapid, sensitive, and linear stability indicating reverse phase HPLC method was developed for estimation of Terizidone. In this method separation was carried out on HiQSil C8 column (250mm*4.6 mm, 5 mu m) using Ammonium Acetate Buffer pH 3 (adjusted with glacial acetic acid) and methanol (60:40 v/v) as mobile phase at flow rate of 1 ml/min. The quantification was carried out at 264 nm. The retention time (tR) of drug was 7.3 +/- 0.10 min. The method was validated with respect to linearity, precision, assay, accuracy and robustness. The data of linear regression analysis indicated a good linear relationship over the range of 5-30 mu g/ml concentrations with a correlation coefficient (r(2) ) of 0.9837. Terizidone was subjected to different stress testing conditions. The degradation products were well resolved from the drug under the tested conditions."
Dr. Ganesh Bhaurao Choudhari,ql-JsDwAAAAJ,Design and evaluation of emulgel with a polyherbal basis for topical delivery,2025,"The prepared various batches for the formulation underwent rigorous assessment for various parameters, including physical appearance, pH, homogeneity, spreadability, viscosity, centrifugation stability, and in vitro drug release analysis. Additionally, it was characterized for swelling index, drug content uniformity, and globule size, ensuring a comprehensive evaluation. The emulgel exhibited pH levels compatible with skin application, excellent spreadability, uniform homogeneity, and optimal viscosity, ensuring better patient compliance and stability. The in vitro drug release studies demonstrated a controlled and sustained release profile, further enhancing its therapeutic potential. Overall, the formulation met satisfactory standards across all parameters, showcasing its efficacy as a promising antimicrobial agent, with the potential to improve topical drug delivery and patient outcomes significantly."
Dr. Ganesh Bhaurao Choudhari,ql-JsDwAAAAJ,Bio-analytical estimation of metformin co-administered with antidiabetic and antihyperlipidemic herbal preparations by LCMS,2024,"The antidiabetic and antihyperlipidemic herbal preparations were developed in liquid and oral tablet dosage form as Saptarangi Plus Kadha (SK) and Saptarangi Tablet (ST). Streptozotocin (STZ)(45mg/kg) was injected by single intraperitoneal (ip) injection and diabetes was induced in Wistar rats of group II to group VII. Metformin (100mg/kg, po) was co-administered orally to group IV to VII with SK and ST as a reference standard drug. There is a need of bio-analytical study and standardization of herbal preparation which is required to get approval of the regulatory agencies for the commercialization. The estimation of metformin was carried in the presence of other herbal phytoconstituents by LCMS/MS. The samples of all the groups were centrifuged and vortexed. The samples were prepared in ACN: 0.1% formic acid (70: 30) and LCMS method was developed and validated. The metformin was estimated in …"
Dr. Ganesh Bhaurao Choudhari,ql-JsDwAAAAJ,Development and Validation of UV Spectrophotometric Methods for Estimation of Mycophenolate Sodium in Bulk and Pharmaceutical Formulations,2012,"Three simple, economical, precise and accurate UV Spectrophotometric methods have been developed for the estimation of Mycophenolate sodium in bulk and pharmaceutical formulations. Method A involves measurement of absorbance of solution at 250.23 nm in methanol. Method B involves measurement of integrated area under curve in the wavelength range of 248.07 nm-250.03 nm and is used to construct calibration curve. Method C is first order derivative spectroscopy method, in which first order derivative amplitude at 258.42 nm is measured. Linearity for detector response was observed in the concentration range of 10-50 µg/ml for all the three methods in methanol. The results of analysis have been validated as per ICH analytical method validation guidelines. Accuracy, precision and recovery studies were carried which confirmed the validity of the proposed methods."
Dr. Ganesh Bhaurao Choudhari,ql-JsDwAAAAJ,Recent and incoming trends of nanofillers in the drug delivery industry,2023,"Nanofillers (NFs) are used in various pharmaceutical formulations to achieve desired drug delivery system (DDS) properties for successful drug delivery goals; to win over their intrinsic limitation of DDS. By nature, NFs have diverse characteristics, are conveniently prepared, and are cost-effective. Nanofillers includes organic, inorganic, carbon, nanocomposite materials and materials from other categories. Most of the nanofiller are lighter, durable, versatile, and are reliable for various applications. New types of materials such as metal oxide framework, 3D bioprinted, MXenes, and hydroxy apatite, are emerging, with excellent drug delivery applications.Nanofiller applications in various DDS such as hydrogels, tablets, wound dressings, films and membranes, microneedles, soft nongelation capsules, and microparticles are reviewed. Major applications are reported for hydrogels and transdermal delivery systems …"
Dr. Ganesh Bhaurao Choudhari,ql-JsDwAAAAJ,"Evaluation of antidiabetic potential, cardio, pancreatic, nephroprotective effect, and herb-herb-drug interaction of Madhukiran formulations in T2 diabetic rats",2025,"Background and aimMadhukiran Powder (MP) and Madhukiran Liquid (ML) formulations are used as supportive health supplements by people suffering from type 2 diabetes (T2D) either alone or concomitantly. The present study was undertaken to substantiate their usefulness in T2D management further using in vivo models. Herb-herb interactions (HHI), and herb-drug interactions (HDI) along with antidiabetic, cardio, hepatic, pancreatic, and nephroprotective effects of Madhukiran Formulations (MFs) were studied on STZ-NA-induced T2D rats.Experimental procedureWistar rats were given a single intraperitoneal injection of STZ fifteen minutes after receiving an injection of NA, which caused diabetes. Hypoglycemic, antihyperlipidemic, antioxidant, cardio, pancreatic, reno, and hepatoprotective activities of MP, ML, MP+ML alone and combined with Metformin were evaluated. Histological alterations in the heart …"
Dr. Ganesh Bhaurao Choudhari,ql-JsDwAAAAJ,"4. Preparation, Characterization and Determination of Antioxidant Activity of Anterdhum Padhati Mashi (APM) and Bahirdhum Padhati Mashi (BPM) of Cocos Nucifera Husk",2017,
