Name,Profile_URL,Designation,Bio,Research_Areas,Publications,Google_Scholar,ORCID,Scopus
Dr. Pooja Pravin Gundewar,https://mitwpu.edu.in/faculty/pooja-pravin-gundewar,Associate Professor,"Pooja Gundewar is a highly qualified engineer with extensive experience in the field of Instrumentation Engineering. She graduated from SGGS College of Engineering, Marathwada University in 1992, and went on to complete her master's degree in M.E. (Instrumentation) from Govt. College of Engineering, Pune, Pune University in 2005. She has since pursued her Ph.D. from VIT Research Centre, SPPU, Pune, which she successfully completed in 2021. Pooja has been a dedicated faculty member at MITCOE since August 2005. She has published over 34 research papers in various conferences and journals and authored the book “Instrumentation and Control” in Oct 2000. Pooja has also mentored both undergraduate and postgraduate students in their projects and has successfully completed three BCUD-funded research Projects. In recognition of her contribution to the institute, Pooja was conferred the Ideal Teacher Award in 2014. She is highly skilled in industry-oriented projects, and under the Industry-Academia Immersion Program, she worked with Forbes Marshall, Chakan, for three months in 2022. With her vast knowledge and experience, Pooja is a valuable member of the engineering faculty and continues to inspire and guide her students towards success.","Computer Vision, Digital Image Processing, Transducer and Signal Conditioning, Robotics and Automation, Mechatronics","1. Y. H. Sonavane and P. P. Gundewar, """"Embedded System Design for 3-Phase BLDC Motor,"""" 2022 13th International Conference on Computing Communication and Networking Technologies (ICCCNT), 2022, pp. 1-6, doi: 10.1109/ICCCNT54827.2022.9984377. Published in Dec 2022. https://ieeexplore.ieee.org/document/9984377 2. Patel Vibha, Trushita Chaware, Pooja Gundewar, Anjali askhedkar et al. (2022), “Moisture Sensor Using Microstrip Patch Antenna”, In: Kumar, A., Mozar, S. (eds) ICCCE 2021. Lecture Notes in Electrical Engineering, vol 828. Springer, Singapore. https://doi.org/10.1007/978-981-16-7985-8_72,Published on 16 May 2022, publisher Name- Springer, Singapore, Print ISBN 978-981-16-7984-1, Online ISBN - 978-981-16-7985-8. 3. A. S. Daddi, P. P. Gundewar and G. Mulay, """"MIMO Model Development of the Navigational System of an Underwater ROV,"""" 2022 International Conference for Advancement in Technology (ICONAT), March 2022, pp. 1-7, doi: 10.1109/ICONAT53423.2022.9725952. Published on March 2022. https://ieeexplore.ieee.org/document/9725952 5. P. P. Gundewar, V.U. Patel, T.S. Chaware, A.R. Askhedkar et al., """"Design of a Microstrip Patch Antenna as a Moisture Sensor,"""" 2019 IEEE Pune Section International Conference (PuneCon), 2019, pp. 1-5, doi: 10.1109/PuneCon46936.2019.9105732. Published on June 2020. https://ieeexplore.ieee.org/document/9105732 Research Grants Principal Investigator for Project “Smart Solutions for Visually Impaired”, sanctioned by Board of College and University Development (BCUD), Pune (May 2009), grant received 2,00,000/- Co-Principal Investigator for Project “Facial Expression Recognition and its relation with Human Health” sanctioned by BCUD, Pune- May 2010, grant received 50,000/- Co-Principal Investigator for Project, “Cognitive Assessment System for Teaching Learning Environment”, at BCUD, Savitribai Phule Pune University, Rs.1, 00,000/-, 2016-18",Google Scholar link : https://scholar.google.com/citations?user=jGiXIiMAAAAJ&hl=en,ORCID link : https://orcid.org/0000-0003-0512-7329,Scopus link : https://www.scopus.com/authid/detail.uri?authorId=56538705000
Dr. Rahul Verma,https://mitwpu.edu.in/faculty/rahul-verma,Assistant Professor,"Dr. Rahul Verma is a trained and qualified sociologist with a passion for Pedagogy and Social Research. He possesses an in-depth understanding and interpretation of empirical reality, which has been acquired through the collection and analysis of primary data from various themes such as the use of Social Media, Social Change and Modernity, Religious Pluralism, and Inter-Religious Interaction. Driven by a natural curiosity towards investigating social phenomena, he employs both Qualitative and Quantitative research methods.","Classical Sociological Theories, Sociology of Religion, Social Networks, Sociology of Industry","Published a research paper titled “The Prevalence of Religious Pluralism and Inter-Faith Dialogue in India: An Empirical Comparison of Hindus and Muslims of Bhopal” in Panjab University Research Journal (Arts), January-June Issue 2019, ISSN: 0970-5260, pp – 46-67. (UGC-CARE Approved)  Orchid Link",,https://orcid.org/0000-0001-7413-0244,
Mr. Heramb Chintamani Phadake,https://mitwpu.edu.in/faculty/heramb-chintamani-phadake,Assistant Professor,"Prof. Heramb Phadake is a highly accomplished Assistant Professor with a diverse background in Mechanical Engineering. With a 20+ years of experience, he has spent 20 years working in the industry and 5 years teaching. Prof. Phadake holds a Ph.D. in Mechanical Engineering (currently pursuing), an M.Tech. in Energy Engineering - Design, and a B.E. in Mechanical Engineering. He specializes in Energy Engineering, Thermal Engineering, and Automotive Technology, and is a member of the Society of Automotive Engineering (SAE). Prof. Phadake's strengths lie in process planning and execution, and he has gained extensive coordination experience while working on infrastructure projects for over 20 years.","Air conditioning, Energy optimization https://scholar.google.com/citations?user=mFxti-YAAAAJ&hl=en",,Google Scholar link,https://orcid.org/0000-0003-2486-3874,https://www.scopus.com/authid/detail.uri?authorId=57297715200
Mrs. Asha Rajendra Sanap,https://mitwpu.edu.in/faculty/asha-rajendra-sanap,,"Prof. Asha Sanap is an Assistant Professor in the Department of Polytechnic at MIT World Peace University, Pune, Maharashtra, India. She specializes in Electronics and Communication Engineering, with a focus on Artificial Intelligence and Machine Learning. As an accomplished academician, she plays a vital role in shaping the minds of the future generation in this field.",,https://scholar.google.com/citations?user=icUGp28AAAAJ&hl=en,Google Scholar link,https://orcid.org/0000-0002-5581-1797,https://www.scopus.com/search/form.uri?display=basic#basic
Mrs. Mayuri Dabhi,https://mitwpu.edu.in/faculty/mayuri-dabhi,Assistant Professor,"Mayuri Dabhi serves as an Assistant Professor at the School of Design, MIT World Peace University (MIT-WPU), where she specialises in Visual Communication Design. She holds a Bachelor's and Master’s degree in Visualisation from The Maharaja Sayajirao University of Baroda. With over eight years of experience in both design education and the creative industry, she brings a well-rounded perspective that integrates academic rigour with hands-on industry practice. Her professional expertise spans Branding, Print and Digital Media, Typography, Semiotics, and Signage Systems, with her research interests focused on Indian Craft Typography and Co-branding. Mayuri brings a thoughtful balance of creative vision and structured project management to her teaching practice. This enables her to mentor students effectively, guiding their learning journeys while cultivating strong critical thinking and design skills. Research Areas : Craft Typography, Branding & Strategy, Consumer Behaviour, Color Pshycology LinkedIn Profile : https://www.linkedin.com/in/mayuri-dabhi-140b7760/",,,,,
Dr. Neha Bokey,https://mitwpu.edu.in/faculty/neha-bokey,Assistant Professor,"Dr. Neha Bokey is Assistant Professor in the School of Biosciences and Technology, She completed her doctorate degree from Department of Biotechnology SGBAU Amravati University. Her Ph.D. topic was DNA barcoding and phylogenetic analysis of Dioscorea species. She also completed 6 Weeks Technology Entrepreneurship Development Program (TEDP) sponsored by Department of Science and Technology (DST) conducted by IITM HTIC MedTech Incubator virtually in 2021. She completed NIDHI-EIR fellowship from HTIC med tech incubator IITM in 2023. During her fellowship period she was working on gutmicrobiome study for better health. Her research interest include, human gut microbiome (with focus on role of microbiome in pathological metabolic conditions like, IBS and IBD) and molecular biology. Since 2021, she has been actively working on comparative analysis metabolomics and metagenomics of gut microbiome. Her research group is working on how gut health is related to different dietary pattern and health parameters. Subjects Taught Environmental Biotechnology, Microbiology, Industrial Microbiology, Biochemistry, Biology for Engineers.",Her research area of interest include molecular biology and Biochemistry. human gutmicrobiome related health issues. She is working on metabolomics and metagenomic analysis of human gut microbiome.,"PA Gawande, NV Nimbhorkar, V Deshmukh, PV Thakare. Assessment of genetic relationships among Dioscorea spp. of Melghat Tiger Reserve Maharashtra of Central India, by using RAPD and ITS sequences J. BioSci. Biotechnol. 2015, 4(3): 303-312. PA Gawande, NV Nimbhorkar, PV Thakare. Distribution and Morphodiversity Analysis of Genus Dioscorea from India with special reference to Satpura Hilly Ranges and Western Ghat of Maharashtra State, India. International Journal of Basic and Applied Sciences Vol. 4. No. 3 2015. Pp. 146-150. PA Gawande, NV Nimbhorkar, PV Thakare Books Published Ghosh S, Matsuoka Y, Asai Y, Kitano H, Bhardwaj A, Scaria V, Vashisht R, Shah A, Mondal AK, Vishnoi P, Sonal K, Jain A, Priyadarshini P, Bhattacharyya K, Kumar V, Passi A, Pratibha Sharma P, Brahmachari S. Software platform for metabolic network reconstruction of Mycobacterium tuberculosis. Systems Biology of Tuberculosis. Springer, New York, 2013: pp 21–35. (Book Chapter) Teaching Experience 4+ years (Visiting faculty at Bhartiya vidyapeeth Pune, DY patil international university Pune, MIT-WPU Kothrud Pune) Industry Experience 1.5 Years (Vital Biotech Pvt. Ltd.) Research Experience 1 year as a NIDHI-EIR fellow, HTIC med tech incubator IITM",,,
Dr. Manasi Gokhale,https://mitwpu.edu.in/faculty/manasi-gokhale,Assistant Professor,"Dr. CA Manasi Gokhale is an Assistant Professor in the area of Finance at the WPU School of Business, MIT World Peace University, Pune. She brings over 20 years of rich experience spanning industry, professional practice, and academia. Prior to her academic career, she worked with a leading financial institution as part of their project finance team. As a Chartered Accountant in full-time practice, she undertook diverse assignments across auditing, taxation, and financial consultancy. Notably, she has also led the end-to-end finance function for a start-up in the software services sector. She has been awarded a PhD in Management (Finance) from Symbiosis International (deemed) University. Her research interests lie in the fields of Corporate Governance, Financial Reporting Frameworks, Corporate Social Responsibility (CSR), and Sustainability Reporting Practices. She has published her research in indexed journals and continues to contribute actively to these domains. She is also a Fellow Member of The Institute of Chartered Accountants of India (ICAI).","Financial Reporting, Corporate Governance, CSR, and Sustainability reporting Orchid ID 0000-0002-9835-6050",,,,
Dr. Deepak Kumar,https://mitwpu.edu.in/faculty/deepak-kumar,Assistant Professor,"""Dr. Deepak Kumar is an accomplished Assistant Professor at the School of Mechanical Engineering, Dr. Vishwanath Karad, MIT World Peace University in Pune, Maharashtra. He is a highly regarded researcher with a passion for the numerical analysis of fluid-structure interactions, refrigeration and air-conditioning, and solar energy. Having earned his PhD in Mechanical Engineering from the Indian Institute of Technology (ISM) Dhanbad, Dr. Kumar's research has resulted in numerous peer-reviewed publications in top-tier international journals and conferences. His innovative and impactful contributions have received recognition and numerous awards. In addition to his research, Dr. Kumar is an active mentor and instructor. He has taught a range of mechanical engineering undergraduate and graduate courses, and has supervised multiple postgraduate students in their research projects. Dr. Kumar is committed to inspiring and guiding the next generation of engineers and researchers in India. To learn more about Dr. Kumar's research interests, publications, and teaching activities, visit his website at https://sites.google.com/view/drkumardeepak/home.""","Vortex-induced Vibrations, Drag reduction and Flow Control, Fluid-Structure Interaction, Thermal management of systems","1. Sourav, K., Yadav, P.K., Tallapragada, P. and Kumar, D., 2022. Simultaneous streamwise and cross-stream oscillations of a diamond oscillator at low Reynolds numbers. Physics of Fluids, 34(6), p.063601. (Impact factor 4.98) 2. Kumar, D. and Sen, S., 2021. Flow-induced vibrations of a pair of in-line square cylinders. Physics of Fluids 33, 043602. (Impact factor 4.98) 3. Kumar, D., Sourav, K. and Sen, S., 2019. Steady separated flow around a pair of identical square cylinders in tandem array at low Reynolds numbers. Computers and Fluids 191, 104244. (Impact factor 3.077) 4. Kumar, D., Sourav, K., Yadav, P. K. and Sen, S., 2019. Understanding the secondary separation from an inclined square cylinder with sharp and rounded trailing edges. Physics of Fluids 31, 073607. (Impact factor 4.98) 5. Kumar, D., Sourav, K., Sen, S. and Yadav, P. K., 2018. Steady separation of flow from an inclined square cylinder with sharp and rounded base. Computers and Fluids 171, 29–40. (Impact factor 3.077) 6. Kumar, D., Mittal, M. and Sen, S., 2018. Modification of response and suppression of vortex-shedding in vortex-induced vibrations of an elliptic cylinder. International Journal of Heat and Fluid Flow, 71, 406–419. (Impact factor 2.643)",Google Scholar link :https://scholar.google.com/citations?user=gYhInD0AAAAJ&hl=en,ORCID link :https://orcid.org/0000-0002-9016-2411,Scopus link :https://www.scopus.com/authid/detail.uri?authorId=57226701487
Dr. Shamim Mohammad,https://mitwpu.edu.in/faculty/shamim-mohammad,Associate Professor,"Dr. Shamim received his first degree in rehabilitation sciences from the National institute of Empowerment of People with Intellectual Disabilities, Secunderbad; MA and M.Phil. degrees from the Indian Universities. He majored in Public Health from Ohio University under International Ford Foundation Fellowship program in 2008; his doctoral work from the Symbiosis International University, Pune in Health Sciences in 2018. He taught 7 years at Umm AL Qura University, Makkah, KSA, 1 year at OP Jindal Global University, Sonipat, Haryana, and presently teaching at MIT WPU, Pune. He has also practiced public health through various agencies government and non-government agencies for the last past 15 years. He has more than a dozen publications in his credit. Furthermore,, he is a licensed from the RCI as a rehab practitioner.",,,,,
Dr. Santosh Aghav,https://mitwpu.edu.in/faculty/santosh-aghav,,"Dr Santosh Aghav, has experience of more than 22 years in Academics. Since 1st Oct 2003, he was associated with Symbiosis Law School Symbiosis International (Deemed University) Pune. He has served Director of Symbiosis Law School Hyderabad and contributed in various leadership positions. He was a member of the Academic Council, Board of Studies Faculty of Law SIU and Shri RG Assam University School of law, Public policy and Cooperative Management. He was also a Member, Global Alliance of Justice Education (GAJE) -Global Network, Network Member of Transparency International, International Papers Committee Reviewer Global Science Technology Forum, Singapore, Member -Indian Council of Human Rights. He has presented papers in national international conferences and seminars. Has published papers in various journals. He worked in various spheres of academic and administration as in charge of various degree and diploma programmes, Centre of Excellence and leaded as faculty in charge Community Legal Care Centre catering to justice education, legal services to innovate, facilitate exposure to students and interdisciplinary researchers. Served as faculty in charge of Community Legal Resource Network Programme with City University of New York, USA and SLSP SIU and participated in training for course development under Erasmus Mundus EURASIA Programme with St Kliment Ohradiski, Sofia University, Bulgaria. Participated in various Edu programmes from local to global and urban to rural. Strived by taking steps to develop distinct institutional collaborations with various partners including international resources, training academy for Police, Prison, Government officials to private sector and incubators programme with team. He worked on various Research Projects including Handbook on Indian Penal Code sponsored by Adv Ram Jethmalani. Was the Member on the implementation of the Juvenile Justice Act under the guidance of Hon'ble Justice Madan Lokur, Supreme Court of India. Awarded by Community Justice Welfare, Award in 2015 by Adarsha Mitra Mandal,(Guiness Book of Record Holder for Peace Reading ) Pune Maharashtra. Panelists for Nationwide consultation on Safety of women and child and trafficking organized by Pune Police Commissionerate, The Indian Police Foundation, Bureau of Police Research and Development, Centre for Police Research and Yashda.",,,,,
Mr. Mandar Bapat,https://mitwpu.edu.in/faculty/mandar-bapat,Assistant Professor,"Mandar Bapat completed B.A. in English and also holds a degree of Master in Personnel Management and Diploma in Labour Law. He is currently working as a full time faculty at MIT World Peace University, Kothrud to teach PEACE Subjects for World Peace University. He has corporate working experience of around 12 years which includes manufacturing as well as Multinational Software Company; He has worked in Admin and HR Department. He is Certified Master NLP – Coach Practitioner from (ICTA), He also Practices Emotional Intelligence and HUNA. (A Hawaiian Method of Healing. He conducts Counselling, Meditation and various Therapy sessions for healing, helps to overcome mild depression and personality development. He has done marital counselling courses and does premarital & marital counselling at his office. He has conducted various soft skills training at manufacturing companies as well as software companies and at PMI as well. He has conducted Personality Development Training at Symbiosis University Lavale Pune Campus for the last four years.",,,,,
Dr. Vinayak Sudhakar Wadgaonkar,https://mitwpu.edu.in/faculty/vinayak-sudhakar-wadgaonkar,Assistant Professor,"Dr. Vinayak S. Wadgaonkar has completed his doctoral study from L.I.T. nagpur. His doctoral study was focused on Studies on Removal of Heavy Metals By Low Cost Adsorbents. During his doctoral study, he has also carried out collaborative research work in the area of waste water treatment and environmental engineering. He has also presented her research work in several national and international conferences. He pursued his post-graduation (M. E.) in Chemical Engineering from Shivaji University and completed his graduation (B.E) in Chemical Engineering from Amravati University, Amravati. His research area of interests includes natural gas engineering, enhanced oil recovery, flow assurance, waste water treatment, hydrogen production and environmental engineering. Presently he is teaching basic and applied courses at undergraduate, post graduate. He is also recognized Phd guide in Petroleum and Chemical Engineering. He also mentors students for their research project. Education Qualifications Ph.D. from Laxminarayan Institute of Technology (L.I.T.), Nagpur. Subjects Taught Offshore Production Engineering, Natural Gas Engineering, HSE in Oil and Gas, Flow Assurance, Petroleum Field Instrumentation and Control, Pipeline Design and Construction Engineering, Piping Engineering, Natural Gas Engineering and Technology, Petroleum Engineering Practices.","His research area of interests includes hydrogen production, natural gas engineering and waste water treatment using adsorption, environmental engineering.","3) Vinayak S. Wadgaonkar., R.P. Ugwekar, Removal of Heavy Metals From Waste Water By Low Cost Adsorbent, International Journal of Biotechnology, Chemical & Environmental Engineering (IJBCEE), Vol.2, (2), August 2013, ISSN 2278 – 0696. 4) Vinayak S. Wadgaonkar, Niraj Topare, A review on application of low cost adsorbents for heavy metals removal from wastewater, Materials Today Proceedings (Q2 Journal), Volume 77, Part 1, 2023, Pages 8- 18. 5) Siraj Bhatkar,Vinayak S. Wadgaonkar, Optimizing produced water quality for enhancing oil recovery, Materials Today Proceedings (Q2 Journal), Volume 77, Part 1, 2023, Pages 81-85. 6) Siraj Bhatkar,Vinayak S. Wadgaonkar, Modifications of Petroleum Industry Effluent Treatment Method: An approach for Quality Improvement of process water for ASP flooding and Chemical EOR, Materials Today Proceedings (Q2 Journal), Volume 77, Part 1, 2023, Pages 371-375. 7) Siraj Bhatkar,Vinayak S. Wadgaonkar, Dose Optimization of Oil Field Produced Water and Advanced Water Treatment for Heavy Viscous oil, Materials Today Proceedings (Q 2 Journal), Volume 77, Part 1, 2023, Pages 376-381. 8) Siraj Bhatkar,Vinayak S. Wadgaonkar, Application of chemical EOR in viscous, heavy crude in thin stacked heterogeneous reservoirs using CMG simulator, Petroleum and Coal (Q 4 Journal), Volume 64, Issue 4, 2022. 10) Pallavi Mahajan-Tatpate, Supriya Dhume, Naveenkumar Jayakumar, Yogesh Chendake , Sachin Chavan, Ramdas Khomane, Vinayak Wadagaonkar, “Separation of Cr and Mn by polysulfone (PSF) based ultrafiltration (UF) membranes anchored with nanoparticles - Mathematical analysis of rejection properties”, Environ. Eng. Res. (Q2 Journal) 2024; 29(4): 230543. 11) Sarthak Ghatage, Vinayak S. Wadgaonkar, Pallavi Tatpate, Dinesh Bhutada and Himangi Neve, A Review Of Produced Water Characteristics, Methods and Its Reuse”, Indian Journal of Environmental Protection (Q4 Journal), 44(3) : 235-249(2024). 12) Siddharth M. Satbhai, Niraj S. Topare, Dinesh S. Bhutada, Shantini A. Bokil, Vinayak S. Wadgaonkar, Prem Gunnasegaran, “ Review on Biodiesel Wastewater Treatment Using Membrane Bioreactor (MBR) Technology”, International Journal of Membrane Science and Technology (Q 4 Journal), 2023, Vol. 10, No. 3, pp 795-814. 13) Akhil Tewari, Dinesh S. Bhutada and Vinayak Wadgaonkar, “ Heavy Metal Remediation from Water/Wastewater Using Bioadsorbents - A Review, Nature Environment and Pollution Technology (Q4 Journal) ”, Vol. 22 (4), pp 2039-2053, 2023. 14) Vinayak S. Wadgaonkar, Siraj Bhatkar, Dinesh Bhutada, Pratiksha Khurpade, Himangi Neve and Pallavi Tatpate, Completion Strategy: A Case Study of Using Autonomous Inflow Control Technology to Manage Water, Exploring the World of Drilling, Book Chapter, DOI: 10.5772/intechopen.114988. Conference papers Presented : 35 For more detailed list check : https://scholar.google.com/citations?user=AsvOM7QAAAAJ&hl=en&oi=ao Books Published : 2 Patents : 4 Patents Granted and 2 patents published Teaching Experience : 22 Yrs Linkedin Profile Link : https://www.linkedin.com/in/dr-vinayak-s-wadgaonkar-22852874/",,https://orcid.org/orcid-search/search?searchQuery=0000-0001-7535-475X,https://www.scopus.com/authid/detail.uri?authorId=57215287527
